VehicleRef,Latitude,Longitude,Vehicle,LineNum,StartName,DestinationName,StopPointName,Delay
3350453119,60.3629366029054,5.34113972447813,bus,10,Mindeveien snuplass,Mulen,Mindeveien snuplass,-PT17M30S
3350453123,60.3561425674707,5.36824570968747,bus,10,Wergeland C,skyss.no,Garasje Mannsverk,-PT8M28S
3350387050,60.2616999763995,5.34389996901155,bus,70,Nesttun terminal D,skyss.no,GARASJE Fana Bussdepot,PT6M16S
3350387042,60.3207000251859,5.3526299726218,bus,71,Nesttun terminal D,skyss.no,PAUSE Nesttun,PT1M15S
3350387043,60.3198999725282,5.35232998430729,bus,71,Riple snuplass,Nesttun terminal,Nesttun terminal D,-PT2M45S
3350387058,60.2877999655902,5.26156998239458,bus,70,Nesttun terminal D,skyss.no,Birkelandsskiftet C,-PT3M24S
3350453127,60.3553261701018,5.36803314462304,bus,10,Garasje Mannsverk,skyss.no,Wergeland C,-PT2M4S
3350453104,60.3927002381533,5.32553538680077,bus,12,Lønborglien snuplass,Lægdene - Montana,Bergen busstasjon S,PT2M52S
3350453105,60.4198853485286,5.31048090197146,bus,12,Wiers-Jenssens vei,Lønborglien,Handelshøyskolen,PT5M52S
3350453128,60.3548660036176,5.33613153733313,bus,10,Wergeland C,skyss.no,Grønnestølen,-PT2M20S
3350453129,60.356082636863,5.36819499917328,bus,10,Wergeland C,skyss.no,Garasje Mannsverk,-PT3M41S
3350377312,60.5904999934137,4.84945996664464,bus,479,Øygarden ungdomsskule,Hellesøy,Tjeldstøstraumen,PT58S
3350135543,60.6290166825056,6.41263335943222,bus,964,Voss stasjon F,Voss stasjon,Torget,-PT6M18S
3350377316,60.5896000284702,4.83896004036069,bus,479,Hellesøy kai,Ågotnes terminal,Tjeldstøstraumen,PT47S
3350377313,60.3617000207305,5.12667004019022,bus,479,Straume terminal C,skyss.no,GARASJE Straume,-PT5M21S
3350377459,60.3617000207305,5.12662997469306,bus,465,Straume terminal C,skyss.no,GARASJE Straume,-PT1M27S
3350377457,60.3665000014007,5.11755002662539,bus,465,Straume terminal C,skyss.no,"Foldnes skule, skulestopp",PT1M23S
3350135739,60.5651183333248,6.90566168166697,bus,945,Ulvik sentrum,skyss.no,Garasje Ulvik,PT1M30S
3350324181,59.5440996810794,5.35375381819904,bus,633,Kvalvåg kryss,skyss.no,Søre Våge sør,PT7M28S
3350377317,60.3489000163972,5.08036999963224,bus,479,Bildøy skulesenter,Blomvåg terminal,Bildøy skulesenter,-PT4M19S
3350387046,60.3197999764234,5.35236996598542,bus,76,Smørås snuplass,Nesttun terminal,Nesttun terminal D,-PT39S
3350377322,60.437300009653,4.96758000925183,bus,479,Ågotnes terminal B,skyss.no,Solsvik kai,-PT35M14S
3350377376,60.5660000257194,4.8624000325799,bus,474,Øygarden ungdomsskule,Herdlevær Blomvåg,Ovågen,PT58S
3350387142,60.3027999680489,5.32150997780263,bus,67,Søråshøgda snuplass,Bergen busstasjon,Søråsgrenda,-PT9M28S
3350387143,60.2618999686092,5.34369997680187,bus,67,Bergen busstasjon L,skyss.no,GARASJE Fana Bussdepot,-PT2M15S
3350387050,60.3198999725282,5.35229997709394,bus,76,Smørås snuplass,Nesttun terminal,Nesttun terminal D,PT30S
3350387140,60.2617999725044,5.34373995848,bus,67,Bergen busstasjon L,skyss.no,GARASJE Fana Bussdepot,-PT2M42S
3350387081,60.3385999985039,5.50321999937296,bus,73,Lund snuplass,Kaland,Lund snuplass,-PT39M10S
3350387144,60.386699968949,5.3351800236851,bus,67,Bergen busstasjon L,Søråshøgda,Danmarks plass E,PT40S
3350387145,60.3874000255018,5.33551999367774,bus,67,Søråshøgda snuplass,Bergen busstasjon,Bergen busstasjon L,-PT22S
3350387058,60.3198999725282,5.35231003537774,bus,76,Smørås snuplass,Nesttun terminal,Nesttun terminal D,-PT1M36S
3350453109,60.3607116267085,5.35078243352473,bus,10,Mindeveien snuplass,skyss.no,Wergeland C,-PT3M3S
3350453106,60.3936426993459,5.32498377375305,bus,10,Mindeveien snuplass,Mulen,Torget A,PT6S
3350377308,60.3617000207305,5.12664003297687,bus,23,Bergen Lufthavn,skyss.no,GARASJE Straume,PT27M14S
3350453511,60.3671079408377,5.34176023676991,bus,14,Garasje Mannsverk,skyss.no,Bergen busstasjon M,-PT6M14S
3350377372,60.4438000079244,4.96271003969014,bus,471,Ågotnes terminal B,Turøy - Vindenes,Misje,PT8M57S
3350453510,60.3874679189175,5.33524431288242,bus,14,Fyllingsdalen terminal E,Bergen busstasjon,Bergen busstasjon L,-PT1M18S
3350387020,60.3197999764234,5.352389998734,bus,76,Smørås snuplass,Nesttun terminal,Nesttun terminal D,-PT11S
3350387113,60.387300029397,5.33509997650981,bus,67,Bergen busstasjon L,skyss.no,PARKERING Terminal Sør rpk 2.2 Bg sør,PT2M47S
3350387031,60.3197999764234,5.35241003148258,bus,75,Skiparvik snuplass,Nesttun terminal,Nesttun terminal D,-PT48S
3350387021,60.3197999764234,5.35235999152064,bus,76,Smørås snuplass,Nesttun terminal,Nesttun terminal D,PT40S
3350387022,60.3197999764234,5.35242000594735,bus,76,Smørås snuplass,Nesttun terminal,Nesttun terminal D,PT20S
3350387038,60.3198999725282,5.35232998430729,bus,75,Skiparvik snuplass,Nesttun terminal,Nesttun terminal D,-PT19S
3350387045,60.2617999725044,5.3439299762249,bus,74,Kalandseidet,skyss.no,GARASJE Fana Bussdepot,-PT5M8S
3350453505,60.3386463504285,5.32233559526503,bus,15,Bergveien,Bergen sentrum,Kråkenestoppen,PT58S
3350453513,60.3540953714401,5.367615474388,bus,14,Garasje Mannsverk,skyss.no,Bergen busstasjon M,-PT9M2S
3350453503,60.3561341017485,5.36824495531619,bus,15,Festplassen M,skyss.no,Garasje Mannsverk,-PT59S
3350453504,60.3559885080904,5.36829750984907,bus,15,Bergveien,skyss.no,Garasje Mannsverk,PT3M15S
3350453509,60.3561411425471,5.36817898973823,bus,15,Bergveien,skyss.no,Garasje Mannsverk,PT1M36S
3350135773,59.8611836414784,6.69409582391381,bus,725,Turtveit øvre,skyss.no,Håbru snuplass,-PT28S
3350453508,60.3900419175625,5.33291716128588,bus,15,Festplassen M,skyss.no,Bergen busstasjon H,-PT3M25S
3350135744,60.565293347463,6.90667664632201,bus,945,Garasje Ulvik,skyss.no,Hjeltnes snuplass,-PT9M33S
3350135543,60.6291183549911,6.41261332668364,bus,965,Voss stasjon G,Sentrumsringen,Voss stasjon G,-PT1M54S
3350453512,60.3912247717381,5.32403209246695,bus,15,Olav Kyrres gate G,Bønes,Møhlenpris,PT41S
3350135746,60.6288099847734,6.41124665737152,bus,945,Voss stasjon E,Hjeltnes,Voss stasjon E,-PT4M3S
3350453511,60.3560940362513,5.36821779794991,bus,15,Bergveien,skyss.no,Garasje Mannsverk,-PT3M15S
3350387031,60.3197999764234,5.35239997319877,bus,76,Smørås snuplass,Nesttun terminal,Nesttun terminal D,-PT12S
3350377447,60.405200002715,4.99683000147343,bus,465,Straume terminal C,Ågotnes terminal,Ågotnes terminal B,-PT3S
3350387034,60.2986999601126,5.3278199583292,bus,76,Nesttun terminal D,skyss.no,Lagunen terminal F,-PT40S
3350387038,60.3197999764234,5.35242998041213,bus,76,Smørås snuplass,Nesttun terminal,Nesttun terminal D,-PT10S
3350387056,60.2986999601126,5.32783001661301,bus,74,Kalandseidet,skyss.no,Lagunen terminal F,-PT2M56S
3350135741,60.528642386198,6.72697224654257,bus,945,Hjeltnes snuplass,Granvin,Granvin terminal,-PT4S
3350453136,60.3519142325968,5.27789826504886,bus,18,Formanns vei,Barliveien,Barliveien,PT53S
3350453174,60.34927200526,5.28754482977092,bus,14,Bergen busstasjon M,Fyllingsdalen terminal,Fyllingsdalen terminal K,-PT8S
3350447528,60.4630343802273,5.32102550379932,bus,34,Langarinden,Åsane terminal,Åsane terminal F,PT3S
3350447518,60.4631249886006,5.32100966200233,bus,35,Klauvaneset Tellevikv.,Åsane terminal,Åsane terminal F,PT29S
3350447543,60.4639565572143,5.32079391181469,bus,32,Åsane terminal C,Skinstø,Åsane brannstasjon,PT3M4S
3350447524,60.4629984218627,5.32080816105008,bus,34,Langarinden,Åsane terminal,Åsane terminal F,PT2M33S
3350447530,60.4632109869272,5.32102617435157,bus,33,Rolland snuplass,Åsane terminal,Åsane terminal F,PT30S
3350324169,59.6091419924051,5.47570103779435,bus,631,Sveio skule,Førde skule,Førde sentrum,PT6M12S
3350324165,59.6304834075272,5.3624642919749,bus,632,Sveio skule,Tjernagel -Rød,Øklandsneset,-PT2M19S
3350324162,59.6218173578382,5.33428592607379,bus,632,Sveio skule,Haugesund,Loknavegen,PT58S
3350447528,60.4630951490253,5.32100019045174,bus,33,Rolland snuplass,Åsane terminal,Åsane terminal F,-PT1M6S
3350447519,60.463305618614,5.32113530673087,bus,34,Åsane terminal C,Langarinden,Rollandskrysset,PT53S
3350447556,60.4610880184919,5.28225618414581,bus,30,Åsane terminal C,Tertnes,Morvikvegen,PT1M52S
3350453183,60.3493899386376,5.28769008815289,bus,14,Bergen busstasjon M,Fyllingsdalen terminal,Fyllingsdalen terminal K,-PT21S
3350447527,60.463202605024,5.32100069336593,bus,33,Rolland snuplass,Åsane terminal,Åsane terminal F,PT2M2S
3350447537,60.4633910302073,5.32096079550683,bus,32,Skinstø,Åsane terminal,Åsane terminal F,-PT14S
3350447524,60.4631666466594,5.32080413773656,bus,33,Rolland snuplass,Åsane terminal,Åsane terminal F,PT22S
3350447515,60.4827419109643,5.38436285220087,bus,34,Langarinden,skyss.no,Garasje Haukås,PT1M29S
3350447523,60.4631770402193,5.32101703807712,bus,33,Rolland snuplass,Åsane terminal,Åsane terminal F,PT14S
3350447520,60.4631353821605,5.3210040461272,bus,33,Rolland snuplass,Åsane terminal,Åsane terminal F,-PT33S
3350324168,59.5451861433685,5.36038801074028,bus,632,Rophus snuplass,skyss.no,Sveio skule,PT11M28S
3350324169,59.50628740713,5.34467797726393,bus,632,Sveio skule,Tveit-Lindøy,Vigdarheim kryss,PT13M20S
3350453115,60.3529489785433,5.27712562121451,bus,18,Barliveien,Formanns vei,Barliveien,-PT14M56S
3350453165,60.3872239217162,5.33572962507606,bus,13,Festplassen N,Sentrum,Nygårdsgaten / Lars Hilles gate,-PT23S
3350453175,60.32036726363,5.35233149304986,bus,12,Mannsverk garasje,skyss.no,Nesttun terminal C,-PT1M19S
3350453176,60.3635764773935,5.37503664381802,bus,12,Lønborglien snuplass,Lægdene - Montana,Kolstien,PT4M51S
3350453153,60.3872224129736,5.26194389909506,bus,14,Bergen busstasjon L,skyss.no,Gravdal snuplass,-PT2M12S
3350453173,60.3663925454021,5.37033129483461,bus,12,Lønborglien snuplass,Lægdene - Montana,Landåssvingen,PT2M35S
3350377444,60.3617000207305,5.12664003297687,bus,460,Bergen busstasjon Q,skyss.no,GARASJE Straume,-PT18S
3350377303,60.459499983117,4.95452997274697,bus,474,Øygarden ungdomsskule,Ågotnes terminal,Svelgen bru,PT1M3S
3350377302,60.4652000125498,4.9567299708724,bus,474,Stegavika,skyss.no,Straume terminal D,PT1M48S
3350453151,60.3369848895818,5.29832244850695,bus,14,Fyllingsdalen terminal E,Bergen busstasjon,Bønestoppen,PT2M7S
3350377307,60.5926999915391,4.84233995899558,bus,474,Blomvåg snuplass,skyss.no,Tjeldstø skule,PT25M37S
3350377447,60.3859000001103,5.31940000131726,bus,460,Bergen busstasjon G,Ågotnes terminal,Møhlenpris,-PT1S
3350453172,60.3553088195622,5.36824487149715,bus,12,Mannsverk garasje,skyss.no,Mannsverk,PT2M57S
3350377446,60.3861999884248,5.32049995847046,bus,460,Ågotnes terminal A,Bergen busstasjon,Festplassen M,PT4M25S
3350453150,60.3902657143772,5.32422328367829,bus,14,Bergen busstasjon L,skyss.no,Festplassen N,-PT4M11S
3350377305,60.563800027594,4.85026001930237,bus,474,Herdlevær snuplass,skyss.no,Blomvåg terminal,PT3M10S
3350447527,60.463184248656,5.32100647687912,bus,36,Klauvaneset Tellevikv.,Åsane terminal,Åsane terminal F,PT3M18S
3350447523,60.4630936402828,5.3210074827075,bus,36,Klauvaneset Tellevikv.,Åsane terminal,Åsane terminal F,PT1M44S
3350447533,60.5159344989806,5.28383793309331,bus,35,Åsane terminal D,Salhus - Klauvaneset,"Klauvaneset, Tellevikv.",PT5M5S
3350447524,60.4630219750106,5.32101888209581,bus,36,Klauvaneset Tellevikv.,Åsane terminal,Åsane terminal F,PT4M40S
3350447531,60.4634248092771,5.32080665230751,bus,35,Klauvaneset Tellevikv.,Åsane terminal,Åsane terminal F,PT59S
3350447541,60.4639279749244,5.32209084369242,bus,34,Langarinden,Åsane terminal,Åsane terminal F,PT8M
3350447522,60.3879065439105,5.33253016881645,bus,36,Bergen busstasjon K,Hordvik-Klauvaneset,Gamle Bergen,-PT4M15S
3350447532,60.5159371811897,5.28384882956743,bus,35,Åsane terminal D,Salhus - Klauvaneset,"Klauvaneset, Tellevikv.",PT3M12S
3350447520,60.4631001781672,5.3210180439055,bus,36,Klauvaneset Tellevikv.,Åsane terminal,Åsane terminal F,-PT17S
3350447510,60.4736361466348,5.33120951615274,bus,37,Åsane terminal D,Breistein,Nyborg,PT54S
3350324168,59.5111563708633,5.44576087966561,bus,633,Sveio skule,Søre Våge,Fjon,PT5M57S
3350453186,60.3795082960278,5.33469186164439,bus,12,Lønborglien snuplass,Lægdene - Montana,Strømmen,PT1M52S
3350453187,60.4069788102061,5.32220701687038,bus,12,Lønborglien snuplass,Lægdene - Montana,Skutevikstorget,-PT3S
3350377451,60.3617000207305,5.12665000744164,bus,460,Straume terminal A,skyss.no,GARASJE Straume,PT29S
3350377450,60.3617000207305,5.12665000744164,bus,460,Bergen busstasjon Q,skyss.no,GARASJE Straume,-PT5M36S
3350453188,60.3553047124296,5.36805342882872,bus,12,Mannsverk garasje,skyss.no,Garasje Mannsverk,PT29M57S
3350453169,60.3275446873158,5.29530395753682,bus,14,Bergen busstasjon M,Fyllingsdalen terminal,Bønes senter,-PT1M8S
3350377455,60.3888999670744,5.33390002325177,bus,460,Ågotnes terminal A,Bergen busstasjon,Bergen busstasjon Q,-PT7M6S
3350377453,60.3925999905914,5.1135400403291,bus,460,Bergen busstasjon Q,skyss.no,Anglavika snuplass,-PT6M30S
3350377459,60.405200002715,4.99686998315156,bus,460,Bergen busstasjon G,Ågotnes terminal,Ågotnes terminal A,-PT2M8S
3350453183,60.3850863687694,5.3323548194021,bus,12,Wiers-Jenssens vei,Lønborglien,Bergen busstasjon U,PT1M1S
3350377458,60.3721000347286,5.21279996261001,bus,460,Bergen busstasjon Q,skyss.no,Storavatnet terminal A,-PT12M40S
3350453173,60.3561086207628,5.36821067333221,bus,13,Festplassen M,skyss.no,Garasje Mannsverk,PT5M29S
3350453120,60.4069949034601,5.32659268006682,bus,18,Formanns vei,Barliveien,Kirkegaten,PT33S
3350377457,60.405200002715,4.99712001532316,bus,460,Bergen busstasjon G,Ågotnes terminal,Ågotnes terminal A,-PT1M18S
3350453181,60.3560935333371,5.36816909909248,bus,12,Lønborglien snuplass,skyss.no,Garasje Mannsverk,-PT4M46S
3350453121,60.356109123677,5.3681908082217,bus,18,Barliveien,skyss.no,Garasje Mannsverk,PT3M13S
3350447529,60.523319458589,5.30248741619289,bus,35,Hordvikneset,Åsane terminal,Hordvikneset,-PT26M10S
3350447546,60.4631328675896,5.3210196364671,bus,33,Rolland snuplass,Åsane terminal,Åsane terminal F,-PT1M17S
3350447527,60.5159443058074,5.28379971161485,bus,35,Åsane terminal D,Salhus - Klauvaneset,"Klauvaneset, Tellevikv.",PT6M21S
3350447524,60.5159287154675,5.28383566997945,bus,35,Åsane terminal D,Salhus - Klauvaneset,"Klauvaneset, Tellevikv.",PT5M41S
3350377449,60.3887999709696,5.3341799788177,bus,460,Ågotnes terminal A,Bergen busstasjon,Bergen busstasjon Q,PT3M55S
3350447542,60.4630482941866,5.32102231867611,bus,33,Rolland snuplass,Åsane terminal,Åsane terminal F,-PT13S
3350447523,60.5159328226,5.28385117650032,bus,35,Åsane terminal D,Salhus - Klauvaneset,"Klauvaneset, Tellevikv.",PT2M56S
3350447520,60.515908934176,5.28376350179315,bus,35,Åsane terminal D,Salhus - Klauvaneset,"Klauvaneset, Tellevikv.",PT5M35S
3350453151,60.3555657248944,5.36826783791184,bus,12,Mannsverk garasje,skyss.no,Mannsverk,PT6M51S
3350453137,60.3493227157742,5.2876478433609,bus,14,Bergen busstasjon M,Fyllingsdalen terminal,Fyllingsdalen terminal K,PT8M53S
3350453177,60.3729232214391,5.33679077401757,bus,10,Wergeland C,Mulen,Blekenberg,-PT14S
3350453178,60.3561237920076,5.36820338107646,bus,10,Mindeveien snuplass,skyss.no,Garasje Mannsverk,-PT4M1S
3350453145,60.390748847276,5.32500414177775,bus,13,Festplassen N,Sentrum,Festplassen M,PT1M46S
3350453156,60.4358698893338,5.28805796988308,bus,12,Wiers-Jenssens vei,Lønborglien,Lønborglien snuplass,PT4M58S
3350447529,60.4631211329252,5.32100924290717,bus,30,Viddalen,Åsane terminal,Åsane terminal F,-PT20S
3350377422,60.3839999902993,5.05508003756404,bus,460,Bergen busstasjon G,Ågotnes terminal,Ormevik,PT2M58S
3350377316,60.4049000144005,4.99729997478426,bus,471,Turøyna snuplass,skyss.no,Ågotnes terminal B,PT5M50S
3350377313,60.3605999797583,5.12369999662042,bus,471,Ågotnes terminal B,skyss.no,Straume terminal C,-PT26S
3350447524,60.4631769564003,5.32102986238897,bus,30,Viddalen,Åsane terminal,Åsane terminal F,PT4M16S
3350387021,60.3196999803185,5.35245998762548,bus,70,Nesttun terminal C,Nesttun terminal,Nesttun terminal D,-PT50S
3350377318,60.5019000079483,4.91958003491163,bus,470,Rong barneskule,Storevarden - Rong,Raudhammaren,-PT56S
3350387022,60.3197999764234,5.35241003148258,bus,70,Nesttun terminal C,Nesttun terminal,Nesttun terminal D,PT53S
3350387020,60.3197999764234,5.35235999152064,bus,70,Nesttun terminal C,Nesttun terminal,Nesttun terminal D,PT59S
3350387026,60.2710000332445,5.274269990623,bus,70,Nesttun terminal D,skyss.no,Grimseid snuplass,PT1M33S
3350453165,60.3555817343295,5.36798578687012,bus,12,Mannsverk garasje,skyss.no,Garasje Mannsverk,PT8M4S
3350324131,59.6468387637287,5.45344515703619,bus,631,Sveio skule,Tittelsnes,Lindås,-PT3M58S
3350453103,60.3561192657799,5.36825601942837,bus,18,Barliveien,skyss.no,Garasje Mannsverk,-PT2M58S
3350453168,60.3560957126319,5.36823607049882,bus,12,Lønborglien snuplass,skyss.no,Garasje Mannsverk,-PT2M14S
3350453166,60.3548608906567,5.36801562644541,bus,12,Wiers-Jenssens vei,Lønborglien,Wiers-Jenssens vei,-PT51M50S
3350453106,60.3560944553465,5.36820732057095,bus,18,Barliveien,skyss.no,Garasje Mannsverk,PT2M7S
3350453187,60.3561316709965,5.36817203275859,bus,10,Mindeveien snuplass,skyss.no,Garasje Mannsverk,-PT4M52S
3350377322,60.4074000008404,4.99777003191411,bus,471,Ågotnes terminal B,skyss.no,Tranevågen ungdomsskule,-PT4M45S
3350377320,60.3610999602824,5.12228001840413,bus,471,Vindenes snuplass,skyss.no,Straume terminal B,-PT2M5S
3350447504,60.4401012416929,5.32483826391399,bus,31,Selvik,Eidsvåg,Selvikkrysset,PT57S
3350453150,60.3561846446246,5.36822467111051,bus,13,Festplassen M,skyss.no,Garasje Mannsverk,PT33S
3350453180,60.3926169220358,5.3254337143153,bus,10,Mulen,Søndre Skogveien,Møhlenpris,-PT3S
3350377437,60.3925999905914,5.03578003495932,bus,460,Ågotnes terminal A,Bergen busstasjon,Spjeld,PT44S
3350377436,60.3529000282288,5.07823999039829,bus,460,Ågotnes terminal A,skyss.no,Storavatnet terminal A,PT4M16S
3350453181,60.4046991840005,5.33016194589436,bus,10,Mulen,Wergeland,Prahls vei,-PT3M17S
3350377435,60.3659000247717,5.13893997296691,bus,460,Bergen busstasjon G,Ågotnes terminal,Straume terminal D,-PT1M29S
3350447502,60.4609591048211,5.38289434276521,bus,31,Åsane terminal E,skyss.no,Garasje Haukås,-PT1M52S
3350377434,60.3887999709696,5.33420998603106,bus,460,Ågotnes terminal A,Bergen busstasjon,Bergen busstasjon Q,PT7M46S
3350447503,60.429749423638,5.342006245628,bus,31,Jordal snuplass,Åsane terminal,Jordalsvegen,PT12S
3350387022,60.3207000251859,5.39032003842294,bus,71,Nesttun terminal C,Totland,Dyngeland sør,PT2M55S
3350377429,60.3617000207305,5.12661002576351,bus,460,Bergen busstasjon Q,skyss.no,GARASJE Straume,-PT5M42S
3350377428,60.350900022313,5.08211997337639,bus,460,Ågotnes terminal A,Bergen busstasjon,Bildøy rv. 555,PT7M13S
3350387031,60.2986999601126,5.32793998718262,bus,70,Nesttun terminal D,skyss.no,Lagunen terminal J,PT2M42S
3350377427,60.3820999804884,5.31388998962939,bus,460,Bergen busstasjon G,Ågotnes terminal,Lyngbø rv. 555 A,-PT55S
3350387025,60.3198999725282,5.35232000984251,bus,71,Riple snuplass,Nesttun terminal,Nesttun terminal D,-PT24S
3350387038,60.3197999764234,5.352389998734,bus,70,Nesttun terminal C,Nesttun terminal,Nesttun terminal D,PT2M59S
3350387029,60.2618999686092,5.3436900023371,bus,71,Nesttun terminal D,skyss.no,GARASJE Fana Bussdepot,-PT2M56S
3440189676,61.1137007363141,5.28316277079284,bus,221,Tjørneset,Leirvik-Sørbøvåg,Tjørneset,-PT44M29S
3350453152,60.3724241629243,5.3343440964818,bus,10,Mulen,Wergeland,Sygnagaten,-PT7S
3350324132,59.7805116791278,5.4828355461359,bus,632,Vikse skule,Rophus,Vikse skule,-PT2H6M32S
3350453135,60.3973817825317,5.32220290973783,bus,12,Wiers-Jenssens vei,Lønborglien,Bontelabo,PT2M55S
3350453113,60.3560609277338,5.36819533444941,bus,14,Bergen busstasjon L,skyss.no,Garasje Mannsverk,-PT2M45S
3350453134,60.3551245015115,5.36806231364608,bus,12,Mannsverk garasje,skyss.no,Garasje Mannsverk,PT3M56S
3350447518,60.5161173082888,5.28329218737781,bus,33,Åsane terminal F,skyss.no,"Klauvaneset, Tellevikv.",-PT1M50S
3350377302,60.5165000259876,4.91014997474849,bus,470,Blomvåg terminal,skyss.no,Øygarden ungdomsskule,PT1M40S
3350447546,60.4630971606821,5.32101913355291,bus,30,Viddalen,Åsane terminal,Åsane terminal F,PT1M44S
3350447543,60.4636390507221,5.32191180624068,bus,30,Viddalen,Åsane terminal,Åsane terminal F,PT5M42S
3350447513,60.4628291912377,5.3207675088197,bus,33,Åsane terminal D,Rolland,Barkaleitet,-PT4M19S
3350447523,60.4631618689746,5.32101536169648,bus,32,Skinstø,Åsane terminal,Åsane terminal F,PT30S
3350447511,60.463141836226,5.32102265395224,bus,33,Rolland snuplass,Åsane terminal,Åsane terminal F,-PT46S
3350447521,60.4631641320884,5.32099180854857,bus,32,Skinstø,Åsane terminal,Åsane terminal F,PT1M52S
3350453159,60.4048615414649,5.33021374605596,bus,10,Mulen,Søndre Skogveien,Mulen,-PT12M59S
3350453117,60.3493481967598,5.2876237872988,bus,14,Bergen busstasjon M,Fyllingsdalen terminal,Fyllingsdalen terminal K,-PT2M2S
3350453127,60.3561061900109,5.36824495531619,bus,13,Festplassen M,skyss.no,Garasje Mannsverk,-PT49S
3350453158,60.356066711247,5.36812601611018,bus,10,Mindeveien snuplass,skyss.no,Garasje Mannsverk,-PT6M35S
3350324158,59.7408202663064,5.40578506886959,bus,678,Leirvik terminal C,skyss.no,Garasje Tittelsnes,-PT7M3S
3350453142,60.3553745336831,5.36811084486544,bus,12,Mannsverk garasje,skyss.no,Garasje Mannsverk,PT8M39S
3350324132,59.5874933805317,5.42905054986477,bus,633,Sveio sentrum,skyss.no,"Rød, Øklandsvegen",PT1M17S
3350453146,60.3549676761031,5.36810187622905,bus,12,Mannsverk garasje,skyss.no,Garasje Mannsverk,PT5M29S
3350453127,60.3903030138463,5.32444666139781,bus,14,Bergen busstasjon L,skyss.no,Festplassen N,-PT14S
3350453125,60.3560569044203,5.3682164568454,bus,14,Bergen busstasjon L,skyss.no,Garasje Mannsverk,-PT1M32S
3350447537,60.4632048681378,5.32099264673889,bus,30,Viddalen,Åsane terminal,Åsane terminal F,PT36S
3350377303,60.5083000101149,4.91518003866076,bus,471,Ågotnes terminal B,skyss.no,Øygarden ungdomsskule,-PT6M11S
3350377312,60.5165000259876,4.9101600330323,bus,470,Raudhammaren,skyss.no,Øygarden ungdomsskule,PT1M7S
3350447532,60.4631352983415,5.32103279605508,bus,30,Viddalen,Åsane terminal,Åsane terminal F,PT3M6S
3350377307,60.589700024575,4.83950997702777,bus,470,Hellesøy kai,skyss.no,GARASJE Tjeldstø,-PT8M18S
3350447533,60.4634048603475,5.32103246077895,bus,30,Viddalen,Åsane terminal,Åsane terminal F,PT2M37S
3350447530,60.4632259905338,5.32101100310683,bus,30,Viddalen,Åsane terminal,Åsane terminal F,PT2M43S
3350447531,60.4631303530186,5.32177635468543,bus,30,Åsane terminal C,Tertnes,Åsane terminal C,-PT14M22S
3350324158,59.7846857830882,5.49879049882293,bus,631,Tittelsnes snuplass,skyss.no,Garasje Stord,PT31M1S
3350447546,60.4631248209625,5.32102399505675,bus,28,Arna terminal A,Åsane terminal,Åsane terminal F,PT1M37S
3350447544,60.4632152616978,5.32101770862937,bus,28,Arna terminal A,Åsane terminal,Åsane terminal F,PT1M4S
3350361454,60.5590831115842,5.05650823004544,bus,310,Vikebø nord,Beitingen,Eikeland kryss,-PT33S
3350447543,60.4632217157632,5.32100723125041,bus,28,Arna terminal A,Åsane terminal,Åsane terminal F,PT2M54S
3350361452,60.5191106535494,5.24003846570849,bus,310,Flatøy terminal  D,skyss.no,Frekhaug terminal,PT7M8S
3350361457,60.5457877367735,5.27947045862675,bus,310,Knarvik terminal B,Frekhaug-Skjelanger,Knarvik terminal B,-PT14M58S
3350361458,60.5449516419321,5.27838433161378,bus,310,Flatøy terminal  B,Vikebø,Flatøy terminal  B,-PT2H53M29S
3350361436,60.5450871773064,5.28143920004368,bus,312,Frekhaug terminal,skyss.no,Knarvik garasje,-PT1M19S
3350447537,60.4630606155843,5.32063767313957,bus,28,Åsane terminal D,Arna terminal,Åsane terminal D,-PT10M8S
3350361520,60.6694037932903,5.25840103626251,bus,304,Seim skule,Skulerute,Grimstad sør,PT5M49S
3350361451,60.546534480527,5.2808855753392,bus,311,Frekhaug terminal,skyss.no,Knarvik garasje,-PT8M36S
3350447556,60.463049383834,5.32102550379932,bus,26,Lagunen terminal J,Åsane terminal,Åsane terminal F,-PT27S
3350361465,60.5224449746311,5.17967526800931,bus,310,Knarvik terminal B,Vikebø,Vestbygd skule,PT6M36S
3350361435,60.5484903138131,5.21100564859807,bus,313,Flatøy terminal  C,Ådland,Grasdal kryss,PT1M56S
3350361462,60.5467580258846,5.28785814531147,bus,310,Flatøy terminal  D,skyss.no,Knarvik terminal C,-PT2M27S
3350447532,60.4631094820797,5.32101402059197,bus,28,Arna terminal A,Åsane terminal,Åsane terminal F,-PT8S
3350361443,60.5572251789272,5.06205939687788,bus,312,Dalamarka,skyss.no,Vikebø nord,-PT2M54S
3350361468,60.5620484612882,5.05122201517224,bus,310,Knarvik terminal B,Frekhaug-Skjelanger,Vikebø nord,-PT7M8S
3350447530,60.4632057063282,5.32101687043905,bus,28,Arna terminal A,Åsane terminal,Åsane terminal F,PT1M25S
3350361466,60.5453627742827,5.27868918143213,bus,310,Flatøy terminal  D,skyss.no,Knarvik garasje,PT20M27S
3350361436,60.5871878005564,5.14444436877966,bus,313,Ådland snuplass,Flatøy,Ådland nedre,PT1M36S
3350361467,60.5451160948724,5.28155721724033,bus,310,Vikebø nord,skyss.no,Knarvik garasje,-PT2M14S
